# rule,n_voters,n_relevant_candidates,n_irrelevant_candidates,n_tries,parameter,distortion,accuracy
Ranked Pairs,20,5,0,10000,0.25,1.0053023224507511,0.9
Ranked Pairs,20,5,0,10000,0.35,1.0097790083751628,0.8664
Ranked Pairs,20,5,0,10000,0.44999999999999996,1.0167923239956378,0.837
Ranked Pairs,20,5,0,10000,0.5499999999999999,1.0249793794575583,0.8158
Ranked Pairs,20,5,0,10000,0.65,1.029885277337448,0.7997
Ranked Pairs,20,5,0,10000,0.75,1.040652365402117,0.7796
Ranked Pairs,20,5,0,10000,0.85,1.0554514994857191,0.7645
Ranked Pairs,20,5,0,10000,0.95,1.0628097933202778,0.7455
Copeland,20,5,0,10000,0.05,1.0002631485414126,0.9757
Copeland,20,5,0,10000,0.15,1.0020932719229394,0.9347
Copeland,20,5,0,10000,0.25,1.0055415528288585,0.9013
Copeland,20,5,0,10000,0.35,1.0108467352081432,0.8655
Copeland,20,5,0,10000,0.44999999999999996,1.0158392612292324,0.8419
Copeland,20,5,0,10000,0.5499999999999999,1.0228876510840335,0.8226
Copeland,20,5,0,10000,0.65,1.0294957637039677,0.8008
Copeland,20,5,0,10000,0.75,1.0365468491731973,0.7888
Copeland,20,5,0,10000,0.85,1.0456048633440833,0.7751
Copeland,20,5,0,10000,0.95,1.0653482313062586,0.7624
Borda,20,5,0,10000,0.05,1.000224994270479,0.9783
Borda,20,5,0,10000,0.15,1.001472209041575,0.9381
Borda,20,5,0,10000,0.25,1.0035101820048256,0.9188
Borda,20,5,0,10000,0.35,1.0056310583590178,0.8963
Borda,20,5,0,10000,0.44999999999999996,1.0085239480881512,0.881
Borda,20,5,0,10000,0.5499999999999999,1.0122146583230274,0.8643
Borda,20,5,0,10000,0.65,1.0166921431409393,0.8472
Borda,20,5,0,10000,0.75,1.0212965795517233,0.8379
Borda,20,5,0,10000,0.85,1.0246887810065972,0.824
Borda,20,5,0,10000,0.95,1.032216117081863,0.8069
Random Voter Utility,20,5,0,10000,0.05,1.0002548225988215,0.9757
Random Voter Utility,20,5,0,10000,0.15,1.0021649409289823,0.9365
Random Voter Utility,20,5,0,10000,0.25,1.005572289688793,0.8978
Random Voter Utility,20,5,0,10000,0.35,1.008537247355373,0.8807
Random Voter Utility,20,5,0,10000,0.44999999999999996,1.012751282038177,0.8588
Random Voter Utility,20,5,0,10000,0.5499999999999999,1.0173263400042185,0.8367
Random Voter Utility,20,5,0,10000,0.65,1.0243289594992724,0.8228
Random Voter Utility,20,5,0,10000,0.75,1.0293345939090779,0.8124
Random Voter Utility,20,5,0,10000,0.85,1.0417955969620032,0.7934
Random Voter Utility,20,5,0,10000,0.95,1.0453229393165735,0.7834
